trip_id,date,entry_station,exit_station,passenger_type,duration_min,peak_hour,fare
3261,2025-03-07,S49,S37,S,60,False,240.0
3262,2025-03-07,S4,S25,SC,105,False,525.0
3263,2025-03-07,S48,S5,R,215,True,2580.0
3264,2025-03-07,S39,S3,SC,180,True,1080.0
3265,2025-03-07,S7,S28,R,105,False,1050.0
3266,2025-03-07,S33,S10,SC,115,False,575.0
3267,2025-03-07,S35,S13,S,110,True,528.0
3268,2025-03-07,S37,S1,R,180,False,1800.0
3269,2025-03-07,S9,S17,S,40,False,160.0
3270,2025-03-07,S32,S2,SC,150,True,900.0
3271,2025-03-07,S33,S34,SC,5,False,25.0
3272,2025-03-07,S30,S39,R,45,True,540.0
3273,2025-03-07,S29,S15,SC,70,False,350.0
3274,2025-03-07,S44,S49,SC,25,False,125.0
3275,2025-03-07,S10,S2,R,40,False,400.0
3276,2025-03-07,S26,S19,R,35,False,350.0
3277,2025-03-07,S46,S45,R,5,False,50.0
3278,2025-03-07,S28,S6,R,110,False,1100.0
3279,2025-03-07,S23,S32,SC,45,True,270.0
3280,2025-03-07,S42,S8,R,170,False,1700.0
3281,2025-03-07,S7,S41,S,170,True,816.0
3282,2025-03-07,S33,S22,S,55,False,220.0
3283,2025-03-07,S25,S29,SC,20,False,100.0
3284,2025-03-07,S4,S19,R,75,False,750.0
3285,2025-03-07,S25,S3,SC,110,False,550.0
3286,2025-03-07,S24,S13,S,55,False,220.0
3287,2025-03-07,S33,S49,S,80,False,320.0
3288,2025-03-07,S5,S2,R,15,True,180.0
3289,2025-03-07,S28,S47,SC,95,False,475.0
3290,2025-03-07,S29,S47,S,90,False,360.0
3291,2025-03-07,S34,S7,R,135,True,1620.0
3292,2025-03-07,S12,S17,R,25,False,250.0
3293,2025-03-07,S16,S40,SC,120,False,600.0
3294,2025-03-07,S8,S3,S,25,False,100.0
3295,2025-03-07,S32,S21,S,55,True,264.0
3296,2025-03-07,S22,S32,S,50,True,240.0
3297,2025-03-07,S34,S28,S,30,True,144.0
3298,2025-03-07,S34,S6,SC,140,False,700.0
3299,2025-03-07,S35,S26,S,45,True,216.0
3300,2025-03-07,S34,S7,SC,135,True,810.0
3301,2025-03-08,S34,S43,S,45,False,180.0
3302,2025-03-08,S30,S46,S,80,True,384.0
3303,2025-03-08,S28,S50,S,110,False,440.0
3304,2025-03-08,S43,S42,R,5,True,60.0
3305,2025-03-08,S12,S43,S,155,False,620.0
3306,2025-03-08,S29,S24,R,25,False,250.0
3307,2025-03-08,S43,S9,R,170,False,1700.0
3308,2025-03-08,S48,S33,R,75,False,750.0
3309,2025-03-08,S13,S43,SC,150,True,900.0
3310,2025-03-08,S16,S1,R,75,False,750.0
3311,2025-03-08,S20,S14,R,30,False,300.0
3312,2025-03-08,S36,S45,SC,45,True,270.0
3313,2025-03-08,S33,S46,S,65,False,260.0
3314,2025-03-08,S49,S41,SC,40,False,200.0
3315,2025-03-08,S43,S50,R,35,True,420.0
3316,2025-03-08,S20,S1,SC,95,False,475.0
3317,2025-03-08,S13,S16,S,15,True,72.0
3318,2025-03-08,S50,S41,R,45,False,450.0
3319,2025-03-08,S40,S26,R,70,False,700.0
3320,2025-03-08,S35,S40,SC,25,True,150.0
3321,2025-03-08,S41,S22,SC,95,False,475.0
3322,2025-03-08,S16,S31,S,75,False,300.0
3323,2025-03-08,S47,S22,S,125,True,600.0
3324,2025-03-08,S22,S20,S,10,False,40.0
3325,2025-03-08,S31,S20,S,55,True,264.0
3326,2025-03-08,S30,S31,R,5,False,50.0
3327,2025-03-08,S42,S29,SC,65,False,325.0
3328,2025-03-08,S39,S34,SC,25,False,125.0
3329,2025-03-08,S24,S32,R,40,False,400.0
3330,2025-03-08,S27,S23,SC,20,False,100.0
3331,2025-03-08,S35,S17,R,90,False,900.0
3332,2025-03-08,S23,S50,R,135,False,1350.0
3333,2025-03-08,S6,S3,SC,15,True,90.0
3334,2025-03-08,S20,S13,SC,35,True,210.0
3335,2025-03-08,S29,S36,SC,35,False,175.0
3336,2025-03-08,S41,S38,SC,15,True,90.0
3337,2025-03-08,S37,S14,R,115,True,1380.0
3338,2025-03-08,S20,S18,R,10,False,100.0
3339,2025-03-08,S16,S5,SC,55,True,330.0
3340,2025-03-08,S6,S23,R,85,True,1020.0
3341,2025-03-08,S22,S34,SC,60,False,300.0
3342,2025-03-08,S32,S38,R,30,True,360.0
3343,2025-03-08,S30,S26,S,20,True,96.0
3344,2025-03-08,S29,S32,S,15,True,72.0
3345,2025-03-08,S13,S26,S,65,False,260.0
3346,2025-03-08,S2,S23,R,105,False,1050.0
3347,2025-03-08,S35,S3,SC,160,True,960.0
3348,2025-03-08,S42,S20,R,110,False,1100.0
3349,2025-03-08,S34,S47,R,65,False,650.0
3350,2025-03-08,S13,S41,S,140,True,672.0
3351,2025-03-09,S43,S4,S,195,False,780.0
3352,2025-03-09,S39,S38,R,5,True,60.0
3353,2025-03-09,S33,S46,S,65,False,260.0
3354,2025-03-09,S17,S35,R,90,False,900.0
3355,2025-03-09,S24,S42,R,90,True,1080.0
3356,2025-03-09,S3,S21,S,90,False,360.0
3357,2025-03-09,S6,S24,SC,90,True,540.0
3358,2025-03-09,S27,S24,SC,15,False,75.0
3359,2025-03-09,S50,S30,R,100,False,1000.0
3360,2025-03-09,S17,S50,R,165,True,1980.0
3361,2025-03-09,S27,S16,S,55,True,264.0
3362,2025-03-09,S11,S27,S,80,True,384.0
3363,2025-03-09,S3,S14,S,55,True,264.0
3364,2025-03-09,S29,S42,S,65,False,260.0
3365,2025-03-09,S7,S24,R,85,True,1020.0
3366,2025-03-09,S17,S6,SC,55,True,330.0
3367,2025-03-09,S44,S43,S,5,False,20.0
3368,2025-03-09,S22,S23,S,5,True,24.0
3369,2025-03-09,S21,S47,R,130,True,1560.0
3370,2025-03-09,S44,S31,R,65,False,650.0
3371,2025-03-09,S4,S13,S,45,True,216.0
3372,2025-03-09,S35,S42,S,35,False,140.0
3373,2025-03-09,S27,S17,SC,50,False,250.0
3374,2025-03-09,S21,S48,R,135,False,1350.0
3375,2025-03-09,S11,S2,R,45,False,450.0
3376,2025-03-09,S39,S32,R,35,True,420.0
3377,2025-03-09,S5,S4,SC,5,True,30.0
3378,2025-03-09,S2,S4,SC,10,True,60.0
3379,2025-03-09,S19,S29,SC,50,False,250.0
3380,2025-03-09,S36,S25,S,55,False,220.0
3381,2025-03-09,S27,S8,R,95,True,1140.0
3382,2025-03-09,S22,S2,S,100,True,480.0
3383,2025-03-09,S46,S36,R,50,False,500.0
3384,2025-03-09,S47,S21,R,130,False,1300.0
3385,2025-03-09,S29,S24,R,25,False,250.0
3386,2025-03-09,S47,S8,S,195,False,780.0
3387,2025-03-09,S7,S24,S,85,False,340.0
3388,2025-03-09,S14,S30,R,80,True,960.0
3389,2025-03-09,S21,S32,SC,55,False,275.0
3390,2025-03-09,S8,S39,R,155,False,1550.0
3391,2025-03-09,S40,S23,S,85,True,408.0
3392,2025-03-09,S28,S46,S,90,False,360.0
3393,2025-03-09,S5,S50,R,225,False,2250.0
3394,2025-03-09,S46,S38,SC,40,True,240.0
3395,2025-03-09,S43,S31,SC,60,False,300.0
3396,2025-03-09,S9,S5,S,20,True,96.0
3397,2025-03-09,S21,S30,SC,45,False,225.0
3398,2025-03-09,S4,S6,S,10,True,48.0
3399,2025-03-09,S42,S2,R,200,False,2000.0
3400,2025-03-09,S24,S22,R,10,True,120.0
3401,2025-03-10,S29,S21,R,40,True,480.0
3402,2025-03-10,S12,S33,R,105,False,1050.0
3403,2025-03-10,S11,S25,R,70,False,700.0
3404,2025-03-10,S38,S33,R,25,False,250.0
3405,2025-03-10,S10,S25,SC,75,True,450.0
3406,2025-03-10,S32,S17,S,75,False,300.0
3407,2025-03-10,S39,S31,S,40,False,160.0
3408,2025-03-10,S30,S28,SC,10,False,50.0
3409,2025-03-10,S1,S14,S,65,False,260.0
3410,2025-03-10,S11,S24,SC,65,False,325.0
3411,2025-03-10,S5,S9,SC,20,True,120.0
3412,2025-03-10,S37,S45,SC,40,True,240.0
3413,2025-03-10,S37,S31,S,30,False,120.0
3414,2025-03-10,S48,S34,SC,70,True,420.0
3415,2025-03-10,S16,S4,S,60,True,288.0
3416,2025-03-10,S29,S41,R,60,True,720.0
3417,2025-03-10,S13,S2,SC,55,False,275.0
3418,2025-03-10,S34,S12,S,110,True,528.0
3419,2025-03-10,S25,S10,SC,75,False,375.0
3420,2025-03-10,S13,S18,S,25,True,120.0
3421,2025-03-10,S25,S36,S,55,False,220.0
3422,2025-03-10,S29,S41,R,60,False,600.0
3423,2025-03-10,S33,S41,S,40,True,192.0
3424,2025-03-10,S27,S7,SC,100,False,500.0
3425,2025-03-10,S5,S27,S,110,True,528.0
3426,2025-03-10,S48,S13,SC,175,True,1050.0
3427,2025-03-10,S25,S42,S,85,True,408.0
3428,2025-03-10,S35,S50,S,75,True,360.0
3429,2025-03-10,S15,S9,S,30,False,120.0
3430,2025-03-10,S44,S11,S,165,False,660.0
3431,2025-03-10,S48,S45,R,15,True,180.0
3432,2025-03-10,S39,S30,SC,45,False,225.0
3433,2025-03-10,S47,S39,R,40,True,480.0
3434,2025-03-10,S40,S13,R,135,False,1350.0
3435,2025-03-10,S20,S44,SC,120,False,600.0
3436,2025-03-10,S3,S24,R,105,False,1050.0
3437,2025-03-10,S48,S11,R,185,False,1850.0
3438,2025-03-10,S16,S49,R,165,False,1650.0
3439,2025-03-10,S33,S10,SC,115,False,575.0
3440,2025-03-10,S37,S8,SC,145,True,870.0
3441,2025-03-10,S5,S3,S,10,True,48.0
3442,2025-03-10,S13,S39,SC,130,True,780.0
3443,2025-03-10,S42,S47,R,25,False,250.0
3444,2025-03-10,S46,S28,R,90,False,900.0
3445,2025-03-10,S39,S32,S,35,True,168.0
3446,2025-03-10,S19,S40,SC,105,False,525.0
3447,2025-03-10,S11,S9,SC,10,False,50.0
3448,2025-03-10,S34,S8,S,130,False,520.0
3449,2025-03-10,S11,S22,R,55,False,550.0
3450,2025-03-10,S46,S12,S,170,False,680.0
3451,2025-03-11,S21,S28,S,35,False,140.0
3452,2025-03-11,S47,S11,S,180,False,720.0
3453,2025-03-11,S39,S21,S,90,False,360.0
3454,2025-03-11,S32,S45,SC,65,True,390.0
3455,2025-03-11,S4,S30,R,130,False,1300.0
3456,2025-03-11,S17,S19,R,10,True,120.0
3457,2025-03-11,S37,S4,S,165,True,792.0
3458,2025-03-11,S9,S2,SC,35,True,210.0
3459,2025-03-11,S46,S12,R,170,True,2040.0
3460,2025-03-11,S7,S8,SC,5,True,30.0
3461,2025-03-11,S19,S10,R,45,False,450.0
3462,2025-03-11,S38,S35,S,15,True,72.0
3463,2025-03-11,S37,S19,R,90,False,900.0
3464,2025-03-11,S27,S48,S,105,False,420.0
3465,2025-03-11,S41,S42,SC,5,True,30.0
3466,2025-03-11,S47,S5,SC,210,False,1050.0
3467,2025-03-11,S14,S43,R,145,True,1740.0
3468,2025-03-11,S23,S30,SC,35,False,175.0
3469,2025-03-11,S14,S1,S,65,False,260.0
3470,2025-03-11,S30,S18,SC,60,True,360.0
3471,2025-03-11,S26,S33,S,35,False,140.0
3472,2025-03-11,S7,S45,R,190,False,1900.0
3473,2025-03-11,S25,S32,SC,35,True,210.0
3474,2025-03-11,S45,S30,SC,75,True,450.0
3475,2025-03-11,S28,S6,S,110,True,528.0
3476,2025-03-11,S10,S19,S,45,False,180.0
3477,2025-03-11,S18,S33,SC,75,False,375.0
3478,2025-03-11,S42,S9,R,165,True,1980.0
3479,2025-03-11,S5,S2,S,15,True,72.0
3480,2025-03-11,S23,S45,SC,110,False,550.0
3481,2025-03-11,S34,S43,R,45,True,540.0
3482,2025-03-11,S43,S18,S,125,False,500.0
3483,2025-03-11,S25,S4,SC,105,True,630.0
3484,2025-03-11,S5,S16,SC,55,True,330.0
3485,2025-03-11,S48,S19,R,145,False,1450.0
3486,2025-03-11,S28,S6,R,110,True,1320.0
3487,2025-03-11,S45,S14,S,155,True,744.0
3488,2025-03-11,S50,S43,R,35,False,350.0
3489,2025-03-11,S44,S4,S,200,False,800.0
3490,2025-03-11,S11,S16,S,25,True,120.0
3491,2025-03-11,S39,S36,R,15,False,150.0
3492,2025-03-11,S49,S23,S,130,True,624.0
3493,2025-03-11,S16,S31,SC,75,False,375.0
3494,2025-03-11,S12,S25,R,65,False,650.0
3495,2025-03-11,S26,S19,R,35,True,420.0
3496,2025-03-11,S43,S13,S,150,False,600.0
3497,2025-03-11,S13,S31,S,90,False,360.0
3498,2025-03-11,S28,S24,R,20,False,200.0
3499,2025-03-11,S16,S7,R,45,True,540.0
3500,2025-03-11,S37,S9,S,140,True,672.0
3501,2025-03-12,S34,S9,SC,125,False,625.0
3502,2025-03-12,S21,S48,R,135,True,1620.0
3503,2025-03-12,S31,S25,S,30,True,144.0
3504,2025-03-12,S46,S8,R,190,False,1900.0
3505,2025-03-12,S19,S1,SC,90,True,540.0
3506,2025-03-12,S28,S26,R,10,False,100.0
3507,2025-03-12,S41,S27,SC,70,False,350.0
3508,2025-03-12,S6,S46,S,200,False,800.0
3509,2025-03-12,S39,S43,S,20,True,96.0
3510,2025-03-12,S16,S13,R,15,False,150.0
3511,2025-03-12,S30,S7,S,115,False,460.0
3512,2025-03-12,S34,S44,SC,50,True,300.0
3513,2025-03-12,S20,S26,SC,30,False,150.0
3514,2025-03-12,S19,S48,R,145,False,1450.0
3515,2025-03-12,S38,S19,R,95,False,950.0
3516,2025-03-12,S39,S38,SC,5,False,25.0
3517,2025-03-12,S9,S43,SC,170,False,850.0
3518,2025-03-12,S15,S14,S,5,False,20.0
3519,2025-03-12,S19,S26,S,35,False,140.0
3520,2025-03-12,S45,S27,S,90,True,432.0
3521,2025-03-12,S22,S42,S,100,False,400.0
3522,2025-03-12,S22,S34,SC,60,True,360.0
3523,2025-03-12,S26,S13,S,65,True,312.0
3524,2025-03-12,S14,S33,S,95,False,380.0
3525,2025-03-12,S45,S22,R,115,True,1380.0
3526,2025-03-12,S6,S21,S,75,False,300.0
3527,2025-03-12,S46,S22,R,120,False,1200.0
3528,2025-03-12,S50,S47,S,15,True,72.0
3529,2025-03-12,S38,S44,R,30,False,300.0
3530,2025-03-12,S44,S7,SC,185,False,925.0
3531,2025-03-12,S25,S3,SC,110,True,660.0
3532,2025-03-12,S8,S27,R,95,True,1140.0
3533,2025-03-12,S36,S48,SC,60,True,360.0
3534,2025-03-12,S28,S2,S,130,False,520.0
3535,2025-03-12,S8,S47,SC,195,True,1170.0
3536,2025-03-12,S30,S32,SC,10,False,50.0
3537,2025-03-12,S46,S45,R,5,True,60.0
3538,2025-03-12,S22,S8,SC,70,False,350.0
3539,2025-03-12,S16,S5,SC,55,False,275.0
3540,2025-03-12,S38,S37,R,5,True,60.0
3541,2025-03-12,S35,S16,SC,95,True,570.0
3542,2025-03-12,S47,S33,SC,70,False,350.0
3543,2025-03-12,S29,S47,S,90,False,360.0
3544,2025-03-12,S39,S15,S,120,False,480.0
3545,2025-03-12,S24,S1,R,115,False,1150.0
3546,2025-03-12,S31,S48,S,85,False,340.0
3547,2025-03-12,S10,S9,R,5,True,60.0
3548,2025-03-12,S46,S7,S,195,False,780.0
3549,2025-03-12,S30,S40,SC,50,True,300.0
3550,2025-03-12,S29,S15,S,70,True,336.0
3551,2025-03-13,S1,S33,R,160,True,1920.0
3552,2025-03-13,S19,S37,SC,90,True,540.0
3553,2025-03-13,S32,S28,SC,20,True,120.0
3554,2025-03-13,S31,S11,S,100,True,480.0
3555,2025-03-13,S32,S33,S,5,False,20.0
3556,2025-03-13,S2,S10,S,40,True,192.0
3557,2025-03-13,S45,S47,S,10,False,40.0
3558,2025-03-13,S14,S32,R,90,False,900.0
3559,2025-03-13,S15,S31,S,80,False,320.0
3560,2025-03-13,S34,S50,SC,80,False,400.0
3561,2025-03-13,S11,S5,S,30,False,120.0
3562,2025-03-13,S41,S38,S,15,False,60.0
3563,2025-03-13,S18,S16,S,10,False,40.0
3564,2025-03-13,S40,S2,S,190,True,912.0
3565,2025-03-13,S44,S34,R,50,False,500.0
3566,2025-03-13,S40,S11,R,145,True,1740.0
3567,2025-03-13,S20,S7,S,65,True,312.0
3568,2025-03-13,S35,S28,S,35,True,168.0
3569,2025-03-13,S1,S10,S,45,True,216.0
3570,2025-03-13,S25,S37,S,60,False,240.0
3571,2025-03-13,S45,S37,SC,40,True,240.0
3572,2025-03-13,S43,S6,R,185,True,2220.0
3573,2025-03-13,S15,S43,S,140,False,560.0
3574,2025-03-13,S30,S34,SC,20,False,100.0
3575,2025-03-13,S30,S22,R,40,True,480.0
3576,2025-03-13,S4,S20,R,80,False,800.0
3577,2025-03-13,S26,S14,R,60,False,600.0
3578,2025-03-13,S30,S32,R,10,False,100.0
3579,2025-03-13,S15,S16,R,5,False,50.0
3580,2025-03-13,S44,S10,S,170,True,816.0
3581,2025-03-13,S31,S47,S,80,True,384.0
3582,2025-03-13,S42,S31,S,55,True,264.0
3583,2025-03-13,S9,S37,R,140,False,1400.0
3584,2025-03-13,S2,S35,R,165,False,1650.0
3585,2025-03-13,S9,S44,SC,175,True,1050.0
3586,2025-03-13,S24,S7,S,85,True,408.0
3587,2025-03-13,S36,S24,SC,60,True,360.0
3588,2025-03-13,S41,S2,R,195,True,2340.0
3589,2025-03-13,S15,S41,R,130,False,1300.0
3590,2025-03-13,S35,S26,R,45,True,540.0
3591,2025-03-13,S13,S22,SC,45,False,225.0
3592,2025-03-13,S8,S38,S,150,True,720.0
3593,2025-03-13,S21,S14,SC,35,False,175.0
3594,2025-03-13,S9,S6,R,15,False,150.0
3595,2025-03-13,S24,S6,S,90,True,432.0
3596,2025-03-13,S30,S42,R,60,False,600.0
3597,2025-03-13,S14,S46,R,160,True,1920.0
3598,2025-03-13,S50,S7,R,215,True,2580.0
3599,2025-03-13,S45,S34,S,55,True,264.0
3600,2025-03-13,S43,S49,S,30,False,120.0
3601,2025-03-14,S23,S45,S,110,True,528.0
3602,2025-03-14,S13,S35,SC,110,False,550.0
3603,2025-03-14,S38,S41,R,15,False,150.0
3604,2025-03-14,S40,S37,S,15,False,60.0
3605,2025-03-14,S4,S2,R,10,True,120.0
3606,2025-03-14,S31,S5,S,130,False,520.0
3607,2025-03-14,S4,S44,SC,200,True,1200.0
3608,2025-03-14,S11,S1,R,50,True,600.0
3609,2025-03-14,S40,S18,S,110,False,440.0
3610,2025-03-14,S40,S18,S,110,True,528.0
3611,2025-03-14,S43,S17,SC,130,False,650.0
3612,2025-03-14,S18,S16,S,10,False,40.0
3613,2025-03-14,S36,S37,SC,5,False,25.0
3614,2025-03-14,S7,S11,SC,20,False,100.0
3615,2025-03-14,S34,S1,S,165,False,660.0
3616,2025-03-14,S34,S4,S,150,False,600.0
3617,2025-03-14,S42,S47,SC,25,False,125.0
3618,2025-03-14,S41,S10,R,155,False,1550.0
3619,2025-03-14,S8,S30,S,110,False,440.0
3620,2025-03-14,S47,S21,SC,130,False,650.0
3621,2025-03-14,S17,S30,R,65,True,780.0
3622,2025-03-14,S1,S45,SC,220,False,1100.0
3623,2025-03-14,S1,S50,S,245,True,1176.0
3624,2025-03-14,S6,S18,R,60,False,600.0
3625,2025-03-14,S17,S13,R,20,True,240.0
3626,2025-03-14,S42,S43,R,5,True,60.0
3627,2025-03-14,S16,S5,SC,55,False,275.0
3628,2025-03-14,S29,S4,S,125,True,600.0
3629,2025-03-14,S9,S17,R,40,False,400.0
3630,2025-03-14,S11,S22,SC,55,True,330.0
3631,2025-03-14,S11,S4,SC,35,True,210.0
3632,2025-03-14,S24,S46,SC,110,True,660.0
3633,2025-03-14,S22,S7,SC,75,True,450.0
3634,2025-03-14,S50,S49,R,5,False,50.0
3635,2025-03-14,S49,S10,S,195,False,780.0
3636,2025-03-14,S13,S2,S,55,True,264.0
3637,2025-03-14,S23,S15,SC,40,False,200.0
3638,2025-03-14,S19,S50,S,155,False,620.0
3639,2025-03-14,S13,S4,S,45,False,180.0
3640,2025-03-14,S39,S46,S,35,False,140.0
3641,2025-03-14,S44,S11,S,165,False,660.0
3642,2025-03-14,S37,S47,R,50,False,500.0
3643,2025-03-14,S23,S15,R,40,False,400.0
3644,2025-03-14,S40,S4,S,180,False,720.0
3645,2025-03-14,S46,S20,R,130,True,1560.0
3646,2025-03-14,S31,S17,SC,70,True,420.0
3647,2025-03-14,S31,S2,R,145,True,1740.0
3648,2025-03-14,S18,S11,S,35,True,168.0
3649,2025-03-14,S31,S24,SC,35,False,175.0
3650,2025-03-14,S3,S22,SC,95,True,570.0
3651,2025-03-15,S31,S37,R,30,False,300.0
3652,2025-03-15,S20,S37,S,85,True,408.0
3653,2025-03-15,S50,S36,R,70,False,700.0
3654,2025-03-15,S34,S23,R,55,True,660.0
3655,2025-03-15,S12,S31,SC,95,False,475.0
3656,2025-03-15,S41,S22,S,95,False,380.0
3657,2025-03-15,S4,S30,R,130,False,1300.0
3658,2025-03-15,S10,S50,R,200,True,2400.0
3659,2025-03-15,S15,S45,SC,150,False,750.0
3660,2025-03-15,S40,S15,R,125,False,1250.0
3661,2025-03-15,S6,S40,S,170,False,680.0
3662,2025-03-15,S15,S40,R,125,False,1250.0
3663,2025-03-15,S44,S25,R,95,True,1140.0
3664,2025-03-15,S10,S9,S,5,False,20.0
3665,2025-03-15,S29,S16,S,65,False,260.0
3666,2025-03-15,S22,S10,R,60,False,600.0
3667,2025-03-15,S31,S22,R,45,False,450.0
3668,2025-03-15,S31,S49,R,90,True,1080.0
3669,2025-03-15,S41,S8,S,165,False,660.0
3670,2025-03-15,S25,S42,SC,85,True,510.0
3671,2025-03-15,S15,S31,SC,80,False,400.0
3672,2025-03-15,S35,S29,R,30,True,360.0
3673,2025-03-15,S27,S19,S,40,True,192.0
3674,2025-03-15,S16,S6,SC,50,True,300.0
3675,2025-03-15,S36,S43,S,35,False,140.0
3676,2025-03-15,S48,S26,S,110,False,440.0
3677,2025-03-15,S1,S17,R,80,False,800.0
3678,2025-03-15,S50,S5,SC,225,False,1125.0
3679,2025-03-15,S32,S13,SC,95,True,570.0
3680,2025-03-15,S33,S49,SC,80,False,400.0
3681,2025-03-15,S25,S5,S,100,True,480.0
3682,2025-03-15,S23,S39,R,80,True,960.0
3683,2025-03-15,S1,S3,S,10,True,48.0
3684,2025-03-15,S8,S10,R,10,False,100.0
3685,2025-03-15,S46,S30,R,80,True,960.0
3686,2025-03-15,S16,S23,SC,35,True,210.0
3687,2025-03-15,S5,S17,S,60,False,240.0
3688,2025-03-15,S31,S16,SC,75,False,375.0
3689,2025-03-15,S20,S12,R,40,True,480.0
3690,2025-03-15,S45,S28,SC,85,False,425.0
3691,2025-03-15,S39,S10,R,145,True,1740.0
3692,2025-03-15,S13,S2,R,55,True,660.0
3693,2025-03-15,S16,S37,SC,105,True,630.0
3694,2025-03-15,S28,S13,R,75,True,900.0
3695,2025-03-15,S31,S1,SC,150,False,750.0
3696,2025-03-15,S38,S39,R,5,False,50.0
3697,2025-03-15,S38,S10,S,140,False,560.0
3698,2025-03-15,S13,S3,R,50,False,500.0
3699,2025-03-15,S36,S8,R,140,True,1680.0
3700,2025-03-15,S22,S11,S,55,True,264.0
3701,2025-03-16,S44,S36,S,40,True,192.0
3702,2025-03-16,S23,S44,S,105,False,420.0
3703,2025-03-16,S40,S14,SC,130,False,650.0
3704,2025-03-16,S11,S8,R,15,True,180.0
3705,2025-03-16,S22,S1,R,105,False,1050.0
3706,2025-03-16,S29,S37,R,40,False,400.0
3707,2025-03-16,S26,S47,S,105,True,504.0
3708,2025-03-16,S6,S43,R,185,True,2220.0
3709,2025-03-16,S24,S31,S,35,True,168.0
3710,2025-03-16,S50,S37,SC,65,False,325.0
3711,2025-03-16,S44,S49,R,25,True,300.0
3712,2025-03-16,S32,S1,SC,155,True,930.0
3713,2025-03-16,S46,S50,R,20,False,200.0
3714,2025-03-16,S19,S24,SC,25,True,150.0
3715,2025-03-16,S31,S48,R,85,False,850.0
3716,2025-03-16,S34,S41,S,35,False,140.0
3717,2025-03-16,S23,S48,S,125,False,500.0
3718,2025-03-16,S29,S30,R,5,False,50.0
3719,2025-03-16,S22,S24,SC,10,True,60.0
3720,2025-03-16,S4,S26,SC,110,True,660.0
3721,2025-03-16,S12,S41,R,145,True,1740.0
3722,2025-03-16,S21,S26,R,25,True,300.0
3723,2025-03-16,S28,S46,S,90,True,432.0
3724,2025-03-16,S46,S29,SC,85,False,425.0
3725,2025-03-16,S9,S28,R,95,False,950.0
3726,2025-03-16,S5,S6,R,5,True,60.0
3727,2025-03-16,S39,S50,R,55,False,550.0
3728,2025-03-16,S33,S2,R,155,True,1860.0
3729,2025-03-16,S14,S9,R,25,False,250.0
3730,2025-03-16,S36,S32,R,20,True,240.0
3731,2025-03-16,S8,S47,S,195,True,936.0
3732,2025-03-16,S39,S11,S,140,True,672.0
3733,2025-03-16,S47,S30,S,85,False,340.0
3734,2025-03-16,S11,S19,S,40,True,192.0
3735,2025-03-16,S17,S21,SC,20,True,120.0
3736,2025-03-16,S31,S37,R,30,True,360.0
3737,2025-03-16,S38,S17,S,105,False,420.0
3738,2025-03-16,S11,S29,S,90,False,360.0
3739,2025-03-16,S22,S7,R,75,False,750.0
3740,2025-03-16,S21,S26,SC,25,False,125.0
3741,2025-03-16,S18,S2,S,80,False,320.0
3742,2025-03-16,S50,S15,S,175,False,700.0
3743,2025-03-16,S9,S19,S,50,True,240.0
3744,2025-03-16,S42,S24,SC,90,True,540.0
3745,2025-03-16,S19,S37,R,90,False,900.0
3746,2025-03-16,S41,S36,S,25,False,100.0
3747,2025-03-16,S38,S21,S,85,True,408.0
3748,2025-03-16,S25,S28,R,15,False,150.0
3749,2025-03-16,S40,S13,S,135,False,540.0
3750,2025-03-16,S8,S19,R,55,False,550.0
3751,2025-03-17,S12,S23,R,55,True,660.0
3752,2025-03-17,S25,S41,S,80,True,384.0
3753,2025-03-17,S29,S9,SC,100,False,500.0
3754,2025-03-17,S36,S10,SC,130,True,780.0
3755,2025-03-17,S15,S24,S,45,True,216.0
3756,2025-03-17,S32,S11,R,105,False,1050.0
3757,2025-03-17,S5,S24,SC,95,False,475.0
3758,2025-03-17,S16,S1,SC,75,False,375.0
3759,2025-03-17,S29,S19,R,50,True,600.0
3760,2025-03-17,S12,S29,SC,85,False,425.0
3761,2025-03-17,S8,S17,SC,45,False,225.0
3762,2025-03-17,S37,S2,SC,175,True,1050.0
3763,2025-03-17,S13,S18,S,25,True,120.0
3764,2025-03-17,S39,S47,S,40,True,192.0
3765,2025-03-17,S36,S1,SC,175,True,1050.0
3766,2025-03-17,S3,S30,R,135,True,1620.0
3767,2025-03-17,S43,S28,R,75,False,750.0
3768,2025-03-17,S16,S31,SC,75,False,375.0
3769,2025-03-17,S26,S29,S,15,False,60.0
3770,2025-03-17,S39,S34,R,25,False,250.0
3771,2025-03-17,S50,S46,S,20,True,96.0
3772,2025-03-17,S43,S37,SC,30,True,180.0
3773,2025-03-17,S50,S30,R,100,True,1200.0
3774,2025-03-17,S21,S24,SC,15,False,75.0
3775,2025-03-17,S43,S10,SC,165,False,825.0
3776,2025-03-17,S26,S18,S,40,False,160.0
3777,2025-03-17,S14,S12,R,10,False,100.0
3778,2025-03-17,S32,S17,SC,75,True,450.0
3779,2025-03-17,S23,S50,S,135,False,540.0
3780,2025-03-17,S14,S18,S,20,False,80.0
3781,2025-03-17,S25,S26,S,5,False,20.0
3782,2025-03-17,S3,S6,S,15,True,72.0
3783,2025-03-17,S45,S8,SC,185,True,1110.0
3784,2025-03-17,S31,S15,R,80,True,960.0
3785,2025-03-17,S16,S19,SC,15,False,75.0
3786,2025-03-17,S4,S10,SC,30,False,150.0
3787,2025-03-17,S32,S19,S,65,False,260.0
